Data,Situation,spam
ভালোবাসা মানে আস্থা রাখা।,nondep,0
"ভালোবাসা মানে এই তো আমি আছি তো, সব ঠিক হয়ে যাবে।",nondep,0
ভালোবাসা মানে ছায়া হওয়া,nondep,0
ভালোবাসা মানে তুমি পাশে থাকা মানে শান্তি।,nondep,0
ভালোবাসা মানে তুমি ভালো থাকলে আমিও ভালো থাকবো।,nondep,0
ভালোবাসা মানে তোমাকে দেখলে আমার আমার ভালো লাগে।,nondep,0
ভালোবাসা মানে তোমার কাছে থাকলে আমি নিরাপদ।,nondep,0
ভালোবাসা মানে তোমার মতো করে আর কাউ কে আমি দেখি না আমাকে ভালোবাসতে।,nondep,0
ভালোবাসা মানে ভালো রাখার আকুতি,nondep,0
ভালোবাসা মানে যত্ন করা।,nondep,0
ভালোবাসা মানে সম্মান করা,nondep,0
ভালোবাসা মানে হারানোর ভয়।,nondep,0
ভালোবাসার মতো অদ্ভুত আনন্দ বোধহয় পৃথিবীতে আর কিছু নেই!,nondep,0
মন খুলে হাসতে জানলে জীবন অনেক সুন্দর,nondep,0
"মনে রেখো তুমি ই সেরা ,তুমি ই সুন্দর",nondep,0
মা যা বলে সবসময় ঠিকই বলে,nondep,0
মেনে নেওয়া বিশ্বাস এবং ভালোবাসার উপর নির্ভর করে,nondep,0
মেয়েদের মধ্যে অনেক মায়া,nondep,0
যে পথে ফেরাই চোখ সর্বত্রই তোমার তুমি,nondep,0
সৎ মানুষকে সবাই পছন্দ করে।,nondep,0
সব সময় ভালো থাক প্রিয় মানুষ,nondep,0
সম্পর্ক জুড়ে রবে কল্পিত বিশ্বাসে,nondep,0
"সম্মান , ভালোবাসা, আর বিশ্বাস ভালোবাসাকে সুন্দর করে তোলে",nondep,0
সুন্দর কথা দিয়ে একটা যুদ্ধকে হার মানানো সম্ভব।,nondep,0
সুন্দর ব্যবহারের কাছে রুপ কিছুই নাহ,nondep,0
"হাতধরো , আমি একটি সঠিক নিশ্চয়তা",nondep,0
হাসলে মন ভাল থাকে,nondep,0
আমি তোমার নাকেরই নাকফুল।,nondep,0
"আমি তোমার বুকের প্লাবন ঢল,",nondep,0
"আমি তোমার হারিয়ে যাওয়া কূল ,",nondep,0
আমি তোমার খোঁপায় গোজা ফুল।,nondep,0
আমি তোমার ভক্ত মশাই খুব,nondep,0
আমি তোমার কাব্যে মারি ডুব,nondep,0
বন্ধু তোমায় জড়িয়ে নেবো আবার ভালোবেসে।,nondep,0
"চলো এড়িয়ে যাই মাতামাতি,",nondep,0
দেশের সম্পদ যুবসমাজ রক্ষা করি ভাই,nondep,0
অন্য দিনের মত আজও তাড়াতাড়ি ঘুমাই,nondep,0
বাড়াবাড়ি অনেক হল এখন আর না,nondep,0
রক্ত গরম না করি,nondep,0
শান্ত থাকি,nondep,0
ত্যাগ করি অহেতুক লাফালাফি,nondep,0
বন্ধ করি মদ্যপ হয়ে নাচানাচি,nondep,0
একটুখানি ভুলের ছলে ছুঁলে,nondep,0
একটুখানি ডোবাই যদি ঠোঁট,nondep,0
একটুখানি সুবাস মাখা ফুলে,nondep,0
পৃথিবীর সবচেয়ে সুন্দর উপহার হলো ফুল,nondep,0
তোমাকে একবার আগলে ছুঁয়ে যাই,nondep,0
হতে পারি রোদ্দুর,nondep,0
"হতে পারি সত্যি, তোমারই জন্যে।",nondep,0
"হতে পারি ডাকনাম,",nondep,0
"হতে পারি রাস্তা, তোমারই জন্যে।",nondep,0
"হতে পারি বৃষ্টি,",nondep,0
"হতে পারি গল্প,",nondep,0
এ হাওয়া ও তোমার কারনে।,nondep,0
"হতে পারি জানলা,",nondep,0
"তুমি কাছে টানলে,",nondep,0
"শুধু তুমি চাও যদি সাজাবো আবার নদী,",nondep,0
"শুধু তোমারই জন্যে,",nondep,0
তাকে আলতো গায়ে মাখছি,nondep,0
ফের তাকেই ছুঁতে যাচ্ছি আবার।,nondep,0
"আর ছুঁয়েই পালাচ্ছি,",nondep,0
তাকে ছোঁবো ছোঁবো ভাবছি,nondep,0
তবু মুঠো আলগা রাখছি আবার।,nondep,0
"আর আঁকড়ে মুঠোয় ঢাকছি,",nondep,0
"যে কটা দিন তুমি ছিলে পাশে কেটেছিলো নৌকার পালে চোখ রেখে,",nondep,0
আমার চোখে ঠোঁটে গালে তুমি লেগে আছো,nondep,0
"আমার আঙ্গুল হাতে কাঁধে তুমি লেগে আছো,",nondep,0
তোমার নখের ডগায় তীব্র প্রেমের মানে,nondep,0
"শহর দুমড়ে মুচড়ে থাকুক অন্যদিকে,",nondep,0
তাকিয়ে থাকি হাজার পর্দা ওড়া বিকেল,nondep,0
"আমিও গল্প সাজাই তোমার কানে কানে,",nondep,0
"নতুন আলুর খোসা আর এই ভালোবাসা,",nondep,0
আমার দেয়াল-ঘড়ি কাঁটায় তুমি লেগে আছো,nondep,0
অন্যের থেকে বেশী জানুন,nondep,0
অন্যের থেকে বেশী পরিশ্রম করুন,nondep,0
প্রেম মানে মিষ্টি পাপ,nondep,0
চলো মানে মানে দিয়ে ফেলি ডুব তুমি-আমি মিলে,nondep,0
দুজনেই মনটাকে বেঁধে ফেলি সাতপাকে,nondep,0
চলো ছোটোখাটো করি ভুলচুক তুমি-আমি মিলে,nondep,0
তুমি আমি ভিজব দুজনে খুব ভরসা দিলে,nondep,0
"সাজিয়েছি ছোট্ট একফালি সুখ রাজি আছি,",nondep,0
আজকে বৃষ্টি নামুক তুমি আমি ভিজব দুজনে খুব ভরসা দিলে,nondep,0
"তার হাসিতে এতোটাই মুগ্ধতা, যে মুগ্ধতা গোলাপের সৌন্দর্যকেও হার মানাতে বাধ্য করে।",nondep,0
ক্ষণিক আলোকে আঁখির পলকে তোমায় যবে পাই দেখিতে,nondep,0
"আমি ছিলাম,আমি আছি,আমি থাকবো,শুধু তোমারই জন্য",nondep,0
আমি তোমাকে চাই সারাজীবনের জন্য,nondep,0
শুধু এক মায়া আটকে রেখে দেই আমাদের,nondep,0
নীল আকাশের মাঝে তোরই ইশারায়,nondep,0
তোমার সাথে থাকার লোভটা আমার বড্ড বেশি,nondep,0
তুমি হাসলে আমার ঠোঁটে হাসি,nondep,0
"প্রাণ দিতে চাই, মন দিতে চাই তোমাকে",nondep,0
সবটুকু ধ্যান সারাক্ষণ দিতে চাই তোমাকে,nondep,0
"দু'টি নয়নে রোজ নিয়ে শুতে যাই তোমাকে,",nondep,0
যেদিন কানে কানে সব বলবো তোমাকে,nondep,0
বুকের মাঝে জাপটে জড়িয়ে ধরবো তোমাকে,nondep,0
তুমি আসলে জোনাকি রাশি রাশি,nondep,0
সেই রঙ দিয়ে তোমাকেই আঁকি,nondep,0
রাখি আগলে তোমায় অনুরাগে,nondep,0
আমার ভিতরে বাহিরে অন্তরে অন্তরে আছো তুমি হৃদয় জুড়ে,nondep,0
"ঝাড়াঝাপ্টা মরসুম এলে,ফাঁকা একটু সময় পেলে তোকে আমি আমার কথা বলতে চাই",nondep,0
তুমি আমার কাছে স্বপ্নের থেকেও বেশি,nondep,0
পূর্ণতা পাক সকল ভালোবাসা,nondep,0
সুন্দর হোক সম্পর্কের শেষটা,nondep,0
"যার কথা ভাসে, মেঘলা বাতাসে সদে শুধু আমার",nondep,0
তোমার ইচ্ছে গুলো ইচ্ছে হলে আমায় দিতে পারো,nondep,0
"আমার ভালো লাগা, ভালোবাসা তোমায় দেবো আরো",nondep,0
"তুমি হাতটা শুধু ধরো, আমি হবো না আর কারো",nondep,0
তোমার স্বপ্ন গুলো আমার চোখে হচ্ছে জড়সড়,nondep,0
"তোমার আবেগ মাখা খামখেয়ালী হাঁটছে আমার পিছু,",nondep,0
আমি তোমার কাছে যাবোই যাবো একলা থাকার দিনে,nondep,0
"আমার পরান যাহা চায় তুমি তাই, তুমি তাই গো",nondep,0
আমি তোমারে পেয়েছি হৃদয়মাঝে,nondep,0
আমি তোমার বিরহে রহিব বিলীন,nondep,0
তোমাতে করিব বাস,nondep,0
তুমি যাহা চাও তাই যেন পাও,nondep,0
আমি রাধার প্রেমে মাতোয়ারা,nondep,0
তোমায় হৃদয় মাঝে রাখবো ছেড়ে দেবো না,nondep,0
গল্পের গায়ে ডানা জোড়া লেগে যায় আর যদি প্রেম উড়ে আসে,nondep,0
"ফাঁকা বুক, চেনা সুখ জানি ঘুম সে ভাঙাবেই",nondep,0
সবারই আমি আছি তো বলার মানুষ হোক,nondep,0
ভালোলাগে তোমাকে কাছাকাছি পেলে,nondep,0
তোমায় দেখার শেষ হবে না দুইচোখ বুঝার আগে,nondep,0
দেখেছি রূপসাগরে মনের মানুষ কাঁচা সোনা,nondep,0
সে মানুষ চেয়ে চেয়ে ঘুরিতেছে পাগল হয়ে,nondep,0
সে যে আমার আমার আমার বলে,nondep,0
একবার ধরতে পারলে মনের মানুষ চলে যেতে আর দিওনা,nondep,0
"চলো ভাসা যাক, ভালোবাসা যাক",nondep,0
তুই বর্ষা বিকেলের ঢেউ,nondep,0
তুই আমার কাছের কেউ…,nondep,0
"তুই চাদরে ওড়ানো রাত, তোকে দেখতে পেয়েছি হঠাৎ",nondep,0
তোকে দেখতে পেয়েছি হঠাৎ,nondep,0
"তুই ফর্সা সকালের রেশ,",nondep,0
তুই আমার ঘুমের দেশ,nondep,0
ঠিক যেন লাভ স্টোরি,nondep,0
"বসে আছি, তোমার পথ চেয়ে",nondep,0
"ভালোবাসি, হাজার উজান বেয়ে",nondep,0
"ভালোবাসায়, হাজার প্রমাণ পেয়ে",nondep,0
ভালো লাগে তোমাকে,nondep,0
ভালোবাসি তুমিও কাছাকাছি এলে,nondep,0
তুমি আশেপাশে ছায়া হয়ে মায়ায় জড়ালে,nondep,0
তুমি একলা রাতে একটা চিঠি আমায় পাঠালে,nondep,0
তুমি এক নিমেষে ভালোবেসে আমায় বাঁচালে,nondep,0
তোমার হাসি হাতছানি দাও,nondep,0
হারিয়ে যাব আমি তোমার ভিড়ে,nondep,0
বৃষ্টি হব আমি জানলা পাড়ে,nondep,0
ছুঁয়ে দে আঙুল ফুটে যাবে ফুল,nondep,0
ভাললাগে হাঁটতে তোর হাত ধরে,nondep,0
পারবো না আমি ছাড়তে তোকে,nondep,0
"আহা, মিষ্টি ভালোবাসা",nondep,0
ভালো লাগে তোমাকে কাছাকাছি পেলে,nondep,0
তুমি এক নিমেষে ভালোবেসে আমায় বাঁচালে,nondep,0
তুমি একলা রাতে একটা চিঠি আমায় পাঠালে,nondep,0
"থেকে যাবো,তোমায় আমায় মিলে",nondep,0
আমার যত প্রেম নাও দিলাম তোমাকে,nondep,0
"আমার যত প্রেম, নাও দিলাম তোমাকে",nondep,0
"তোমার যা আছে, দাও সবই আমাকে",nondep,0
তোমার জন্য ভোরের শিশির কেন লাগে এতো ভালো”,nondep,0
তুই ছুঁলি যখন তোরই হলো এ মন,nondep,0
আদরে আবদারে চোখে সে লিখেছে,nondep,0
সে মানুষ চেয়ে চেয়ে ফিরিতেছি পাগল হয়ে,nondep,0
বৃষ্টি হয়ে নামি তোমার জানালাতে,nondep,0
"ভালোবাসতে পারে সবাই,",nondep,0
ঘিরে আছো তুমি এত রঙ্গীন,nondep,0
"ভেসেছি স্বপ্নে আমি, তোমাকে পেয়েছে মন",nondep,0
ফাগুনেরও মোহনায়,nondep,0
প্রেম রাঙ্গা মোর কবিতা সুরেরও অন্তরে,nondep,0
ঝির ঝিরি ঝর্না ধারায় নতুন রঙ ঝরে,nondep,0
সবুজে সবুজে হৃদয় কেমন করে,nondep,0
"তোর স্বপ্নের ভ্রমরি, মোর প্রেমেরই প্রহরী",nondep,0
একজনে ছবি আঁকে এক মনে ওরে মন,nondep,0
তোমাকে পেয়েছে মন.,nondep,0
তাকে সত্যি চাইছে মন।,nondep,0
"আসো আবারো কাছে,হাতটা ধরে পাশে",nondep,0
তোমার মিষ্টি হাসিটা আমি,nondep,0
তোমার গানের কত সুর ভাসে,nondep,0
তোমায় নিয়ে আমার লেখা গানে,nondep,0
আমার হাতের আঙুলের ভাঁজে,nondep,0
শুভ জন্মদিন,nondep,0
"তুমি ছুঁয়ে দিলেই মুখরতা,",nondep,0
হাসি বিনিময় চোখে চোখে,nondep,0
আমায় রেখো প্রিয় প্রহরে,nondep,0
"তুমি তো এসেছো আমারই হতে,",nondep,0
তুমি চিরসাথী আমার জীবনের এই পথে।।,nondep,0
তুমি আমার স্বপ্নসারথি,nondep,0
"প্রেমের কবিতা পড়ে,",nondep,0
তুমি চেয়ে আছো,nondep,0
সুখে থাক রাত পরীদের স্নান,nondep,0
পরিচিত হাতের আদরে,nondep,0
এক শহর ভালোবাসা দিতে চাই,nondep,0
"তোমার এলোমেলো চুলে, আমার সাদা মনে",nondep,0
"এক মুঠো প্রেম নিয়ে,",nondep,0
"শুধু বলতে ভয়, ভালোবাসাতে চাই",nondep,0
রবো সারাটি জীবন তোমায় নিয়ে,nondep,0
প্রিয়তমা তোমার চোখে মিষ্টি হাসি,nondep,0
"বাবা তুমি আমার যত খুশির কারন,",nondep,0
মাশাআল্লাহ যেমন পিতা তেমন কন্যা.!,nondep,0
খোঁপার চেয়ে সুন্দর ফুলদানি আর কিছু হতে পারে না।,nondep,0
ভালোবাসার মতো অদ্ভুত আনন্দ বোধহয় পৃথিবীতে আর কিছু নেই,nondep,0
স্ত্রী তোমার সহধর্মিণী,nondep,0
মা তোমার গর্ভধারিণী,nondep,0
আল্লাহ যেন তার মা বাবা কে জান্নাত দান করে,nondep,0
শুধু আমার আল্লাহই যথেষ্ট!,nondep,0
আপনার পৃথিবীতে আপনিই রাজা।,nondep,0
"আপনি দখতে যেমন মিষ্টি,",nondep,0
আপনার গান গুলো তেমন মিষ্টি,nondep,0
সত্যি সত্যি এখন মনে হচ্ছে বসন্ত এসে গেছে,nondep,0
"দুর্দান্ত পরিবেশনা,",nondep,0
অনেক সুন্দর গলা আপনার,nondep,0
আপু তোমার গলার সুর অনেক মিষ্টি,nondep,0
তারপর ও কতো সুন্দর,nondep,0
প্রিয়জনের প্রিয় গান,nondep,0
"আচমকা গানটা পেলাম, কি সুন্দর",nondep,0
এই গান গুলো কখনো পুরনো হবেনা,nondep,0
অসাধারণ একটা গান।,nondep,0
একদম মন ছুঁয়ে যায়।,nondep,0
বাস্তব সম্মত একটি সোনালী যুগের গান.,nondep,0
আমার বাবার প্রিয় গান,nondep,0
তোমারেই যেন ভালোবাসিয়াছি শত রূপে শতবার,nondep,0
রাশি রাশি হয়ে তোমার পায়ের কাছে।,nondep,0
একটি প্রেমের মাঝারে মিশেছে সকল প্রেমের স্মৃতি–,nondep,0
তুমিই শুধু তুমি,nondep,0
"তুমি আমার পতাকা, আমার কৃষির বদ্বীপ।",nondep,0
তুমি আমার চিত্রকলার তুলি।,nondep,0
"তুমি আমার,",nondep,0
প্রেমে তোমার আমি।,nondep,0
ভোরের প্রথম আলোতেও তো তুমি!,nondep,0
"যে আনন্দ ফুলের বাসে, সে আনন্দ আলোর মত থাকুক তব জীবন ভরি",nondep,0
"যে আনন্দ পাখির গানে, সে আনন্দ আলোর মত থাকুক তব জীবন ভরি",nondep,0
"যে আনন্দ অরুণ আলোয়, সে আনন্দ আলোর মত থাকুক তব জীবন ভরি",nondep,0
"যে আনন্দ সাগরজলে, সে আনন্দ আলোর মত থাকুক তব জীবন ভরি",nondep,0
যে আনন্দ বাতাস বহে সে আনন্দ আলোর মত থাকুক তব জীবন ভরি,nondep,0
"যে আনন্দ শিশুর প্রাণে, সে আনন্দ আলোর মত থাকুক তব জীবন ভরি",nondep,0
"যে আনন্দ ধুলির কণায়, সে আনন্দ আলোর মত থাকুক তব জীবন ভরি",nondep,0
"যে আনন্দ রক্তধারায় সে আনন্দ মধুর হয়ে তোমার প্রাণে পড়ুক ঝরি,",nondep,0
"যে আনন্দ সকল সুখে, সে আনন্দ মধুর হয়ে তোমার প্রাণে পড়ুক ঝরি",nondep,0
"যে আনন্দ তারায় তারায়, সে আনন্দ মধুর হয়ে তোমার প্রাণে পড়ুক ঝরি",nondep,0
"যে আনন্দ আকাশ ভরা, সে আনন্দ মধুর হয়ে তোমার প্রাণে পড়ুক ঝরি",nondep,0
"যে আনন্দ তৃণের দলে,সে আনন্দ মধুর হয়ে তোমার প্রাণে পড়ুক ঝরি",nondep,0
"তুমি আমার এই নয়নের তারা,",nondep,0
"রোজ বিকেলে পার্কে দু’জন জমাবো প্রেমের আলাপ,",nondep,0
"আমার আমি পূর্ণ থাকি, পাশে থাকো যখন।",nondep,0
"মনটা দিলাম তোমার হাতে যতনকরে রেখো,",nondep,0
হৃদয় মাঝে ছোট্ট করে আমারছবি এঁকো,nondep,0
মনের মতো সাজিয়ে নিও আমার ভালবাসা,nondep,0
"স্বপ্ন গুলো দিলাম তাতে আরওদিলাম আশা,,",nondep,0
তোমার বুকে নীলের আভা তুমিই মেঘবতী।,nondep,0
ইচ্ছে করে তোমায় ছুঁতে আকাশ হতাম যদি,nondep,0
তোমার আমার ভালোবাসা থাকবে চিরকাল।,nondep,0
"তোমার মুখের হাসি টুকু লাগে আমার ভালো,",nondep,0
"রাজার যেমন রাজ্য আছে আমার আছ তুমি,",nondep,0
তুমি আমার ভালবাসা বেঁচে থাকার আলো।,nondep,0
মিষ্টি চাঁদের মিষ্টি আলো,nondep,0
চাইবো তোমায় সারাজীবন ।,nondep,0
নিশিরাতে শান্ত ভুবন,nondep,0
দেখবো তোমায় সারাবেলা.,nondep,0
"মিটি মিটি তারার মেলা,",nondep,0
বাসি তোমায় অনেক ভালো,nondep,0
মন যদি আকাশ হত তুমি হতে চাঁদ,nondep,0
হৃদয়ের দুয়ার খুলে দিয়ে বলতাম তোমায় ভালবাসি..!!,nondep,0
"সুখ যদি হৃদয় হত তুমি হতে হাসি,,",nondep,0
ভালবেসে যেতাম শুধু হাতে রেখে হাত.,nondep,0
"তোর জন্য আনতে পারি আকাশ থেকে তারা,",nondep,0
তুই বললে বাচতে পারি অক্সিজেন ছাড়া।,nondep,0
মিষ্টি হেসে কথা বলে পাগল করে দিলে,nondep,0
সারা জীবন পেতে চাই তোমার ভালোবাসা,nondep,0
তোমার জন্য মনে আমার অফুরন্ত আশা,nondep,0
"তোমায় নিয়ে হারিয়ে যাব আকাশের নীলে,",nondep,0
মাটির কোনায় কোনায় জলের বসবাস,nondep,0
আমার মনের মাঝে তোমার বসবাস ।,nondep,0
মানুষের দেহের মাঝে আত্মার বসবাস,nondep,0
অগনিত তারার মাঝে চাঁদের বসবাস,nondep,0
পাহাড়ের মাঝে ঝরনার বসবাস,nondep,0
নদীর কুলে কুলে নৌকার বসবাস,nondep,0
পাতার ফোকড়ে ফোকড়ে পাখির বসবাস,nondep,0
প্রেম এক সুখ পাখি!,nondep,0
পুষতে হয় বুকেরখাচায়।,nondep,0
"চোখ একটু ছোট মুখে মিষ্টি হাসি,",nondep,0
এমন একজন মেয়েকে সত্যি আমি ভালোবাসি।,nondep,0
"ভালবাসি শুধু তোমায় আমি,",nondep,0
জনম জনম ভালবাসতে চাই।,nondep,0
ভালোবাসা মানে কিছুটা দুষ্টামি ।,nondep,0
ভালোবাসা মানে অন্যের মাঝে নিজের ছায়া দেখা ।,nondep,0
"ভালোবাসা মানে শুধু কল্পনাতে ডুবে থাকা,,",nondep,0
যদি বৃষ্টি হতাম তোমার দৃষ্টি ছুঁয়ে দিতাম।,nondep,0
"বসন্তের ফুল দিব তোমায়, দিব কোকিলের গান,",nondep,0
"বর্ষার বৃষ্টি নাও তুমি, নাও মাছের স্বাদ,",nondep,0
"শরতের সাদা আকাশ হবে তোমার, পাবে হেমন্ত ধানের ভাত।",nondep,0
মিষ্টি রোদে পাবে তুমি নতুন ভোর।,nondep,0
"শীতে দিব তোমায় কুয়াশার চাদর,",nondep,0
"তুমি আমার রঙিন স্বপ্ন, শিল্পীর রঙে ছবি,",nondep,0
"তুমি আমার চাঁদের আলো, সকাল বেলার রবি,",nondep,0
তুমি আমার ভালোবাসার শিউলি বকুল ফুল ।,nondep,0
"তুমি আমার নদীর মাঝে একটি মাত্র কুল,",nondep,0
সেই জনমে যেন শুধু তোমায় আমি পাই ।,nondep,0
"আকাশ ভরা লক্ষ তাঁরা মিটি মিটি হাসে,,",nondep,0
ঘুমের ঘোরে স্বপ্নে দেখি তুমি আমার পাশে।,nondep,0
"যেখানে যতন করে রেকেছ এই মন,",nondep,0
"সেখানে রেখো আমায় সারাটি জীবন,",nondep,0
"দেখেছিলেম যেদিন তোমায় অঝোর আলোর পরশে,",nondep,0
"কী সন্দর সেজেছিলে!- যেন মায়া ভরা সেই মুখ,",nondep,0
ওই বদন এই লুকিয়ে আছে আমার সকল সুখ।,nondep,0
চুপি চুপি পায়ে হাঁটছিলাম তোমার আঁচল ধরে,nondep,0
"সেই ফুল তো লাগিয়ে ছিলেম তোমার কানের পিঠে,",nondep,0
"আনবো কিনে রেশমী চুড়ি হয়ে তোমার প্রেমী,",nondep,0
হুডফেলা রিকশা চড়ে ঘুরবো দুজন খুব,nondep,0
এলোচুলের মোহতে পড়ে তোমাতে দেবো ডুব,nondep,0
নিজের হাতে পড়িয়ে দেবো পায়েল তোমার পায়ে,nondep,0
কাশফুলেরা কাটবে বিলি তোমার কোমল গায়ে,nondep,0
"বৃষ্টি এলে ভিজবো দুজন, পড়বো তোমার মোহে",nondep,0
"টং এর চায়ে উষ্ণ হবো, দৃষ্টিতে হাতছানি",nondep,0
"তোমার মোহে বন্দি আমি, তোমার খুশির ব্রত।",nondep,0
দূর পাহাড়ে ঘুরতে যাবো প্রিয়া তোমার সাথে,nondep,0
"জুম ঘরেতে বসে দুজন দেখবো আকাশ রাতে,",nondep,0
এক পলকেই বুঝে নেবো চোখের ভাষার মানে।,nondep,0
চলার পথে ক্লান্ত হয়ে তাকাবে আমার পানে,nondep,0
আকবো আমি চিত্র তোমার মোনালিসার মতো,nondep,0
প্রকৃতির সৌন্দর্য সব তোমায় নিয়েই দেখা।,nondep,0
তোমার জন্যে শব্দজালের মোহ হবে লেখা,nondep,0
তোমার পায়ে লুটাবো আমি- প্রেম আছে যতো,nondep,0
"তোমার জন্যে লিখবো গান, অনন্য সব সুর",nondep,0
"তোমার মাঝেই পূর্ণ হবো, অপূর্ন এই আমি।",nondep,0
"আরতিতে তুমিই দেবী, অঞ্জলিতেও তুমি",nondep,0
ভুল করেও তোমায় আমি দেবোনা হতে দূর,nondep,0
"প্রেমের ভেলায় খুনসুটিতে মাতবো একান্তে,",nondep,0
মাতাল হাওয়ার মতো আমি ছুটবো তোমার পিছু।,nondep,0
রংধনুর সাত রঙেতে রাঙাবো তোমায়,nondep,0
"অহর্নিশি থাকবে তুমি মোর ভাবনায়,",nondep,0
শাড়ি আমি পড়বো রেখে তোমার সাথে মিল।,nondep,0
কিনে দিও গজরা ফুলের ; লাগিয়ে দিও চুলে,nondep,0
"তখন তুমি গান ধরো এক, আমায় উদাস করে।",nondep,0
"বিকেল বেলা বন্ধুরা সব আসবে পুকুর পাড়ে,",nondep,0
বই মেলাতেও হবে যেতে- যেওনা যেন ভুলে।,nondep,0
ফাগুন মানেই প্রেমের প্রতীক- নতুন করে শুরু,nondep,0
"তুমি যে হও প্রানের সখা, কোথায় বলো যাবার",nondep,0
প্রেমের নামে নতুন করে হাতটা ধরো আবার,nondep,0
"তোমার ছোঁয়ায় শ্রান্তি মেলে,",nondep,0
"পাগলী, তোমার সঙ্গে ঝোলভাত জীবন কাটাব",nondep,0
"পাগলী, তোমার সঙ্গে কলাকেন্দ্র কাটাব জীবন",nondep,0
"পাগলী, তোমার সঙ্গে নাইট্যশালা জীবন কাটাব",nondep,0
"পাগলী, তোমার সঙ্গে ‘কী মিথ্যুক’ কাটাব জীবন।",nondep,0
"পাগলী, তোমার সঙ্গে বই দেখব প্যারামাউন্ট হলে",nondep,0
"পাগলী, তোমার সঙ্গে চার অক্ষর কাটাব জীবন।",nondep,0
"পাগলী, তোমার সঙ্গে নিরক্ষর জীবন কাটাব",nondep,0
"পাগলী, তোমার সঙ্গে মাংসরুটি কাটাব জীবন",nondep,0
"পাগলী, তোমার সঙ্গে বাবুঘাট জীবন কাটাব",nondep,0
"পাগলী, তোমার সঙ্গে সদা সত্য জীবন কাটাব",nondep,0
"পাগলী, তোমার সঙ্গে দেশপ্রিয় কাটাব জীবন",nondep,0
"পাগলী, তোমার সঙ্গে পুজোসংখ্যা জীবন কাটাব",nondep,0
"পাগলী, তোমার সঙ্গে রিডাকশনে কাটাব জীবন।",nondep,0
"পাগলী, তোমার সঙ্গে কাঁচা প্রুফ জীবন কাটাব",nondep,0
"পাগলী, তোমার সঙ্গে লে হালুয়া কাটাব জীবন।",nondep,0
"পাগলী, তোমার সঙ্গে লে আউট জীবন কাটাব",nondep,0
"পাগলী, তোমার সঙ্গে ফুলপেজ কাটাব জীবন",nondep,0
"পাগলী, তোমার সঙ্গে পাপবিদ্ধ জীবন কাটাব",nondep,0
"পাগলী, তোমার সঙ্গে মধুমালা কাটাব জীবন",nondep,0
"পাগলী, তোমার সঙ্গে পুজা বেদি জীবন কাটাব",nondep,0
"পাগলী, তোমার সঙ্গে ধর্মমতে কাটাব জীবন",nondep,0
"পাগলী, তোমার সঙ্গে ভাড়া বাড়ি জীবন কাটাব",nondep,0
"পাগলী, তোমার সঙ্গে জয় কিষান কাটাব জীবন।",nondep,0
"পাগলী, তোমার সঙ্গে জয় জওয়ান জীবন কাটাব",nondep,0
"আমি কিনব ফুল, তুমি ঘর সাজাবে যাবজ্জীবন",nondep,0
"পাগলী, তোমার সঙ্গে আশাপূর্ণা জীবন কাটাব",nondep,0
"পাগলী, তোমার সঙ্গে লেট স্লিপ কাটাব জীবন।",nondep,0
"পাগলী, তোমার সঙ্গে রেল রোকো জীবন কাটাব",nondep,0
"পাগলী, তোমার সঙ্গে শ্যামনগর কাটাব জীবন",nondep,0
"পাগলী, তোমার সঙ্গে শ্যাওড়াফুলি জীবন কাটাব",nondep,0
"পাগলী, তোমার সঙ্গে নিজ ফ্ল্যাট কাটাব জীবন।",nondep,0
"পাগলী, তোমার সঙ্গে ৪২ কাটাব জীবন।",nondep,0
"পাগলী, তোমার সঙ্গে দাঁতে দাঁত কাটাব জীবন।",nondep,0
"পাগলী, তোমার সঙ্গে ছাল চামড়া জীবন কাটাব",nondep,0
"পাগলী, তোমার সঙ্গে প্রজাতন্ত্রী কাটাব জীবন",nondep,0
"পাগলী, তোমার সঙ্গে রামরাজ্য জীবন কাটাব",nondep,0
"পাগলী, তোমার সঙ্গে আদম ইভ কাটাব জীবন।",nondep,0
"পাগলী, তোমার সঙ্গে ব্রক্ষ্মচারী জীবন কাটাব",nondep,0
"পাগলী, তোমার সঙ্গে বঙ্গভঙ্গ জীবন কাটাব",nondep,0
"পাগলী, তোমার সঙ্গে ঢেউ খেলতে যাব দু’কদম।",nondep,0
"ভালোবাসা মানে দুজনের পাগলামি,",nondep,0
ভালবাসা মানে পরস্পরকে হৃদয়ের কাছে টানা;,nondep,0
"ভালোবাসা মানে ব্যাপক বৃষ্টি, বৃষ্টির একটানা",nondep,0
ভালোবাসা মানে শেষ হয়ে-যাওয়া কথার পরেও মুখোমুখি বসে থাকা।,nondep,0
ভালোবাসা মানে ঠাণ্ডা কফির পেয়ালা সামনে অবিরল কথা বলা;,nondep,0
ভালোবাসা মানে ভিতরে-বাহিরে দুজনের হেঁটে যাওয়া;,nondep,0
"প্রিয়তমা, সত্যি বলছি শোন তোকে চাই আমার আজীবন,",nondep,0
ভালোবাসি আমি তোকে প্রাণাধিক,nondep,0
"বাড়িয়ে দে প্রিয়া হাত,",nondep,0
"সুখে রাখবো আমি তোকে ঠিক,",nondep,0
"একদিন দেখেছিলাম সুন্দর এক স্বপ্ন,",nondep,0
যখন তুমি ধরেছিলে আমার হাত,nondep,0
"আমি তোমাকে বলেছিলাম, ‘এস প্রিয়তম !’",nondep,0
